transaction_amount,transaction_hour,account_age_days,new_device,location_mismatch,failed_attempts,transactions_last_10min,transactions_last_24h,previous_avg_amount,international_transaction,is_fraud
14267.47,4,206,1,1,3,0,7,2031.07,1,1
1915.9,15,723,1,1,0,0,0,2174.98,0,0
6355.68,12,116,1,1,2,2,9,1522.16,1,1
4946.44,18,801,0,0,0,0,5,1596.67,0,0
2572.67,16,228,1,1,4,5,9,2044.92,1,1
25017.07,4,138,1,0,4,3,13,2826.78,1,1
2031.99,17,85,0,0,0,1,3,1746.61,0,0
7566.07,2,159,1,0,1,4,6,1981.05,1,1
3213.26,22,1031,0,0,0,2,7,2000.91,0,0
2170.79,17,725,0,0,1,0,1,2649.02,0,0
10209.96,18,75,0,1,3,3,5,3025.58,1,1
13360.77,1,49,1,1,3,2,6,2508.18,1,1
18046.01,2,93,1,1,3,5,9,2027.84,1,1
1950.36,11,452,0,0,1,0,4,917.86,1,0
4214.12,22,889,0,0,1,0,3,2952.87,0,0
3721.73,17,1375,0,0,1,1,4,1864.67,0,0
8401.92,2,15,1,0,5,4,8,1173.37,1,1
2393.42,2,59,1,1,4,3,11,1410.35,1,1
4898.69,4,162,1,0,4,2,5,2667.14,1,1
7584.83,4,45,1,1,2,1,8,720.37,1,1
11480.59,19,198,0,1,3,4,8,2723.43,1,1
10456.86,0,143,0,1,4,3,2,2018.34,0,1
4189.1,3,11,1,1,4,5,7,2808.8,1,1
9171.16,18,181,1,0,4,3,11,2127.85,1,1
5189.89,20,113,0,1,1,3,5,2810.21,1,1
941.42,9,822,0,0,0,1,4,1475.56,0,0
1627.4,0,125,1,1,4,4,6,2247.16,1,1
7937.63,14,240,0,0,5,2,7,2156.3,1,1
2179.63,8,1115,0,0,0,0,5,1687.13,0,0
5937.06,16,115,1,1,4,4,9,2123.44,1,1
1286.24,21,1350,0,0,0,0,6,1223.95,0,0
16942.59,5,184,1,1,4,4,12,1487.39,1,1
1835.95,23,31,1,1,5,4,7,2060.75,0,1
557.81,21,220,0,0,0,0,4,862.47,0,0
1652.15,14,1131,0,0,0,0,0,2481.66,0,0
2674.11,16,558,0,1,0,2,5,2395.42,0,0
2610.65,9,1092,0,0,0,2,1,3180.36,0,0
4846.19,4,246,1,1,4,3,6,1341.27,1,1
1390.17,21,647,1,0,0,1,1,1143.99,0,0
2083.72,19,146,0,0,0,1,2,1780.28,0,0
857.54,9,541,0,0,0,1,2,1135.06,0,0
1142.4,10,1093,0,1,0,2,2,957.91,0,0
1806.76,18,1131,0,0,0,1,2,796.24,0,0
2076.1,16,951,0,0,0,0,4,2792.31,0,0
2947.28,13,1326,0,0,0,1,3,1479.77,0,0
1912.58,21,1125,1,1,0,0,2,1818.56,1,0
3047.66,19,1475,0,0,1,0,2,748.87,0,0
5157.37,1,162,1,1,3,4,7,1377.24,1,1
5033.55,14,54,1,1,1,3,6,3688.8,0,1
1880.16,18,1184,0,0,0,0,3,1722.03,0,0
2472.59,2,221,1,1,4,2,8,1675.15,0,1
1648.58,15,402,0,0,0,0,1,1170.24,0,0
5103.0,3,56,0,1,4,1,8,4076.37,1,1
1591.5,10,77,0,0,0,0,7,1158.19,0,0
1976.28,9,522,0,0,1,1,2,1865.07,0,0
14844.71,12,173,0,1,1,0,6,2027.3,1,1
2694.37,10,795,0,0,0,0,2,1653.27,0,0
2492.49,18,880,0,0,0,0,2,2162.34,0,0
2311.11,12,413,0,0,0,1,0,2158.37,0,0
4992.76,0,189,1,0,5,1,5,2703.18,1,1
5177.94,7,210,0,1,5,4,13,1131.85,1,1
6299.42,10,213,1,1,4,2,10,2052.2,1,1
6240.01,2,31,0,1,3,4,6,1779.53,1,1
2058.01,22,624,0,0,0,0,5,1531.91,0,0
980.58,20,249,0,0,0,0,4,1839.43,0,0
5926.2,0,67,1,1,1,3,9,1757.36,1,1
9497.17,5,17,1,1,5,2,9,2387.94,1,1
2017.38,5,53,1,1,3,2,7,1508.29,1,1
3830.84,0,113,1,1,3,3,10,1189.59,1,1
4004.34,14,550,0,0,0,1,3,1957.09,0,0
1226.99,9,1221,0,0,0,0,1,1740.75,0,0
590.06,12,1399,0,0,1,1,2,1672.8,0,0
18182.06,20,108,1,1,4,2,10,1554.52,1,1
1985.45,20,970,0,0,0,0,0,2764.25,0,0
4395.61,5,99,1,1,2,4,6,1380.04,1,1
5708.59,0,60,0,1,5,2,8,2359.33,1,1
1728.18,19,788,0,0,1,1,3,2855.55,0,0
1732.75,22,866,0,0,0,0,0,3443.39,1,0
10080.65,20,155,1,1,5,6,12,978.12,0,1
4641.93,20,1239,0,0,0,0,2,1686.61,0,0
3504.77,4,82,1,0,4,3,5,2718.99,1,1
7250.89,2,95,1,1,5,2,4,1098.42,1,1
2544.93,22,921,0,0,0,0,2,2393.86,0,0
1529.08,11,268,0,0,0,1,5,1539.13,0,0
1729.69,8,1125,0,0,1,0,6,1337.96,0,0
1491.09,17,1056,0,0,0,0,3,3464.76,0,0
25585.37,16,133,1,1,4,1,10,1744.72,1,1
2016.49,16,442,0,0,0,1,5,1485.89,0,0
3845.62,4,128,1,0,5,4,9,2860.16,0,1
7913.12,2,111,1,0,4,3,4,1817.1,1,1
15218.5,0,45,1,1,2,0,9,909.85,0,1
4700.93,3,163,1,1,3,4,8,1650.42,1,1
7951.63,16,182,0,1,2,1,8,1838.46,0,1
1775.12,9,721,0,0,0,0,3,1676.68,0,0
3482.05,17,46,1,1,4,7,6,1496.01,0,1
1385.21,17,957,0,0,0,2,4,833.16,0,0
3612.79,15,427,0,0,0,0,6,2762.38,0,0
2932.84,18,276,0,0,0,0,1,1561.87,0,0
6169.74,5,13,1,0,2,4,12,2527.14,1,1
3638.44,18,169,0,0,0,2,4,2326.01,0,0
31066.18,4,139,1,1,4,7,8,1125.15,1,1
4105.24,1,44,1,1,4,1,4,2361.46,0,1
4328.8,1,171,0,1,3,5,11,1810.94,0,1
2119.17,22,727,0,0,0,2,6,2457.48,0,0
5690.16,4,7,1,1,2,1,3,1268.42,1,1
7378.53,9,246,1,0,2,2,9,1385.67,1,1
2563.34,16,509,0,0,0,0,3,1376.02,0,0
4127.94,14,1032,0,0,2,0,2,1565.93,0,0
3639.88,0,98,1,1,3,3,9,2137.83,0,1
1843.99,17,1185,1,0,0,1,3,3616.5,0,0
5535.96,4,76,1,1,3,1,8,1379.23,1,1
2758.81,4,115,0,1,3,2,5,2068.45,0,1
5698.35,2,26,1,1,5,6,3,1709.13,1,1
2983.82,1,24,1,1,2,4,6,1745.65,1,1
3767.64,2,83,1,1,3,5,12,2669.25,1,1
2290.52,18,722,0,0,0,0,4,1463.74,0,0
2732.77,20,1152,0,1,0,0,2,1926.57,0,0
7767.23,0,129,1,0,5,2,9,2228.1,0,1
3827.89,5,144,1,1,3,3,5,1001.32,1,1
2686.67,16,258,0,0,1,0,3,1054.55,0,0
4057.76,5,82,1,1,4,3,3,1612.32,1,1
1571.51,16,1074,0,0,0,2,8,1678.59,0,0
4654.15,5,182,1,1,2,4,5,1066.3,1,1
6924.98,21,13,1,1,3,2,12,2542.68,1,1
6506.63,1,53,0,1,2,2,13,2852.86,0,1
5977.68,0,196,1,1,3,4,10,2368.85,1,1
6381.83,2,148,1,1,3,0,9,1292.45,0,1
5901.57,0,147,1,1,2,0,11,4541.58,1,1
2778.97,10,1353,0,0,0,3,2,1630.29,0,0
785.16,9,652,0,0,0,0,4,2195.12,0,0
1345.15,18,244,0,0,0,2,5,2545.38,0,0
2780.14,19,1456,0,0,0,0,4,2227.19,0,0
16848.49,10,27,0,1,5,3,7,2112.56,1,1
2631.6,16,1253,0,0,0,1,4,2076.44,0,0
2147.35,11,202,0,0,0,2,1,1042.73,0,0
1926.06,20,355,0,0,0,0,3,2552.95,0,0
8408.1,5,213,1,1,3,2,10,1062.79,1,1
9496.79,11,240,1,1,3,3,5,1275.4,1,1
8438.72,2,223,1,1,4,4,8,1821.76,0,1
1015.01,12,149,0,0,0,1,6,1161.12,0,0
5663.64,5,174,1,1,2,4,7,1900.45,0,1
4851.57,19,98,1,1,3,4,13,1836.64,0,1
4883.59,7,235,1,1,4,3,7,2047.35,0,1
4464.69,8,238,1,1,4,3,10,1346.34,1,1
1751.97,19,1422,0,0,0,0,3,1839.05,0,0
4781.58,3,227,1,1,3,1,7,1518.59,1,1
1564.34,12,1216,0,0,2,0,4,2982.14,0,0
11473.67,2,125,1,1,5,3,6,1054.01,1,1
1412.52,13,388,0,0,0,0,2,1001.1,0,0
2624.3,5,176,1,1,5,4,12,1892.66,0,1
3979.21,16,985,0,0,0,1,3,1398.58,0,0
2782.78,8,131,1,1,1,4,9,2834.7,0,1
1427.64,10,275,0,0,0,1,2,1216.29,0,0
2775.92,20,729,0,0,0,0,2,2268.01,0,0
1796.12,8,1117,0,1,0,0,4,1858.03,0,0
9824.33,1,76,1,1,3,1,8,1487.1,0,1
2218.7,16,229,0,0,1,0,2,1819.73,0,0
2878.64,20,723,1,0,1,1,3,1096.28,0,0
1608.49,20,1325,0,0,2,0,3,1527.16,0,0
1800.75,12,754,1,0,0,0,1,1390.51,0,0
2996.81,16,1218,0,0,0,0,4,1968.85,1,0
1190.23,9,1077,1,0,1,0,3,977.81,0,0
6989.78,15,17,1,1,5,2,7,1245.96,1,1
27422.34,21,88,1,0,5,1,6,2717.63,0,1
1604.55,19,1073,0,0,0,0,3,1645.66,0,0
10229.85,0,135,1,1,5,2,8,2029.43,0,1
4247.28,2,213,0,1,3,4,8,1139.91,1,1
1471.86,16,101,0,0,2,1,5,1136.26,0,0
1338.29,17,940,0,0,0,0,2,1378.59,0,0
6582.16,23,217,1,0,4,7,9,1943.81,1,1
4333.99,13,112,1,1,3,1,14,1350.01,1,1
1804.97,22,763,0,0,0,1,5,1624.69,0,0
10706.94,13,90,0,1,4,2,8,2070.66,0,1
2433.8,9,1250,0,0,2,1,2,1913.71,0,0
5835.93,2,241,1,1,1,1,8,2372.25,1,1
2695.07,15,1344,0,1,1,2,2,1543.49,1,0
7453.95,3,201,1,1,5,2,5,1507.43,1,1
2455.82,13,876,1,0,0,0,2,1873.05,0,0
2037.51,18,73,0,0,2,0,2,1783.52,0,0
1260.87,17,1160,0,0,0,1,5,2019.56,0,0
5475.83,5,72,1,1,4,4,9,2691.98,0,1
2516.12,20,879,0,0,0,1,3,2161.85,0,0
759.07,10,291,0,0,0,1,1,1627.74,0,0
1267.15,17,804,0,0,1,0,2,914.78,0,0
3757.92,21,1230,0,0,0,1,3,2392.65,1,0
1929.59,12,214,0,1,0,0,3,867.26,0,0
566.82,21,1142,0,0,0,0,3,1211.39,0,0
2010.7,20,991,0,1,0,0,2,1220.09,0,0
7618.5,4,174,1,1,4,6,4,1493.85,1,1
23896.68,0,19,1,1,1,1,5,1813.66,1,1
1915.39,15,98,0,0,0,0,1,1438.63,0,0
3791.15,1,64,1,0,2,3,6,2608.19,1,1
10138.78,3,236,1,1,2,4,5,1629.48,1,1
1239.59,19,469,0,0,2,0,5,2748.7,0,0
2150.65,9,68,1,1,5,8,8,1565.63,1,1
2992.94,21,80,0,0,1,0,6,1769.93,0,0
1790.62,21,111,0,0,0,0,1,1414.3,0,0
5685.45,4,65,1,1,4,1,9,981.74,1,1
7570.42,14,158,1,1,5,1,5,1636.1,1,1
1306.91,14,1250,0,0,0,0,3,1894.55,1,0
8046.4,1,7,1,1,5,3,5,1731.14,1,1
6654.2,5,41,1,0,4,5,7,2360.69,1,1
2739.07,11,1497,0,0,0,0,4,1700.1,0,0
4765.79,1,188,1,1,2,5,7,2216.07,1,1
2036.06,11,1196,0,0,1,0,3,1283.96,0,0
2812.89,10,857,0,0,1,0,2,1749.23,0,0
1715.56,22,808,0,0,0,0,1,2445.09,0,0
871.41,9,1394,0,0,1,0,4,3137.86,0,0
2749.73,22,193,0,0,0,0,2,1789.86,0,0
4732.43,1,227,1,1,3,2,12,1819.24,1,1
6798.5,0,220,0,1,5,1,7,2101.05,1,1
3909.72,13,778,0,0,1,1,2,2721.03,0,0
2282.99,14,154,0,0,0,2,3,1494.96,0,0
3846.31,12,702,0,0,0,1,2,1721.21,0,0
1152.78,22,1069,0,0,0,4,1,1347.2,0,0
2452.8,18,218,1,1,3,2,12,805.14,1,1
5401.54,4,129,0,0,3,3,8,4041.08,1,1
1570.21,14,347,0,0,1,3,3,2518.9,0,0
17474.79,1,163,0,1,5,6,8,880.94,1,1
3299.7,17,858,0,1,1,1,1,1423.71,0,0
7466.52,5,242,0,1,4,3,9,830.86,1,1
3183.82,16,777,0,1,1,0,2,1731.63,0,0
2060.05,17,1240,0,0,0,0,3,1120.79,0,0
1406.33,19,565,0,0,0,0,7,2276.38,0,0
2722.89,20,1442,0,0,0,0,2,2338.74,0,0
2393.6,21,686,0,0,0,0,2,1647.99,0,0
2291.79,10,804,0,0,0,0,2,1144.2,0,0
3199.21,1,161,1,1,5,4,10,1784.84,1,1
1246.78,20,797,0,0,1,0,1,2573.77,0,0
8481.03,5,213,1,0,3,3,7,2121.99,1,1
1420.46,17,251,0,0,0,0,2,1464.22,0,0
4148.04,1,205,1,1,3,1,8,3365.48,0,1
5021.55,1,136,0,1,4,5,4,2266.2,1,1
5465.77,3,195,0,1,2,2,12,1303.39,0,1
2557.88,9,800,0,0,0,2,3,1561.08,0,0
5367.94,5,209,1,1,1,1,8,3541.89,1,1
816.83,15,479,0,0,0,1,4,1708.63,0,0
4109.05,17,1182,0,0,0,0,4,1500.69,0,0
5090.74,10,241,1,0,3,3,10,1769.44,1,1
8742.07,5,196,1,0,5,3,11,1149.35,1,1
6757.71,21,210,1,1,5,3,16,1763.84,0,1
2426.26,15,278,0,0,0,1,3,2353.05,0,0
1274.5,10,942,0,0,0,1,4,2492.14,0,0
2468.49,20,490,0,0,0,1,6,2804.05,1,0
1862.29,13,68,0,0,0,1,2,2852.0,0,0
5113.42,14,123,0,0,0,0,4,897.14,1,0
3310.03,10,1114,1,0,0,0,2,1382.31,0,0
2642.61,11,312,1,1,0,0,3,3024.88,0,0
8899.54,0,9,1,1,3,4,10,2213.17,1,1
2430.87,10,1298,0,0,0,0,2,1965.07,0,0
3752.41,15,80,1,1,4,0,6,3202.45,1,1
1651.29,16,715,0,0,1,0,1,1718.41,0,0
1740.21,19,205,0,0,2,0,3,2199.37,0,0
2106.17,20,402,0,0,0,0,3,2169.75,0,0
6715.14,1,194,1,1,1,4,8,3832.14,1,1
6409.78,0,13,1,1,3,7,9,1079.38,0,1
7053.11,13,15,1,1,4,3,9,1307.3,1,1
13938.29,11,114,0,0,4,5,12,1495.14,0,1
1825.94,19,186,0,0,0,0,3,1558.08,0,0
4316.26,3,209,1,1,5,1,14,1729.43,1,1
3199.58,9,1422,0,0,0,0,2,1739.78,0,0
3826.13,11,230,0,0,0,0,3,1529.9,0,0
8131.38,3,201,1,1,3,2,5,4977.21,1,1
3578.28,18,452,0,0,0,1,4,1870.63,1,0
8543.58,5,80,1,1,4,3,7,3027.24,1,1
3063.43,18,1464,0,0,1,0,6,2366.74,0,0
4499.96,22,124,1,1,5,5,6,2442.7,1,1
1097.72,11,391,0,0,1,1,1,3084.6,0,0
4161.83,3,219,1,1,4,3,8,1588.1,1,1
1212.87,17,621,0,0,0,0,1,1731.28,0,0
2618.75,21,571,0,0,0,0,2,1709.04,0,0
4572.82,20,26,1,1,3,1,14,2589.42,0,1
3199.78,6,167,1,1,3,3,14,3123.88,1,1
9566.64,1,129,1,1,3,3,6,1469.62,0,1
2725.68,10,1380,0,0,0,1,3,1797.44,0,0
12444.02,19,219,1,1,3,3,15,3813.05,0,1
6797.76,7,68,1,1,5,0,10,3593.73,0,1
5844.56,2,20,1,1,4,3,10,696.68,1,1
2258.84,9,1073,1,1,1,1,7,1324.73,0,0
2129.25,0,94,1,1,3,1,6,2407.99,1,1
2099.32,9,572,0,0,0,0,2,1903.41,0,0
1816.39,8,1444,0,0,0,0,1,1397.15,0,0
3601.0,12,135,1,1,3,2,10,1450.11,0,1
11752.71,5,139,1,1,2,2,8,2457.18,1,1
3104.88,1,216,1,0,5,4,6,2142.58,0,1
1490.32,17,1446,0,0,1,1,4,1951.7,0,0
2662.68,17,1347,0,0,1,1,3,1648.75,1,0
7506.77,1,166,1,1,4,3,12,2192.85,1,1
6329.27,8,150,0,0,2,1,1,2455.18,0,0
9679.37,14,213,0,1,3,4,5,1157.64,0,1
4130.83,9,204,1,0,5,1,8,2381.82,0,1
1391.35,10,81,0,0,0,2,3,2453.58,0,0
1551.49,12,403,0,0,2,2,2,1598.92,0,0
2867.56,11,1284,0,0,0,2,3,1894.26,0,0
1869.41,21,921,0,0,0,1,3,1146.6,0,0
3555.54,14,989,0,1,0,1,2,1932.02,0,0
2001.72,2,65,1,1,5,5,9,1444.85,1,1
1772.96,12,1172,0,0,1,2,4,780.89,0,0
2691.21,12,1410,0,0,1,0,8,1748.8,0,0
2810.25,2,202,1,1,5,2,9,758.36,1,1
2127.52,19,407,1,0,0,1,5,2121.03,0,0
1946.14,17,165,0,0,0,0,4,2899.19,0,0
1019.57,20,1269,0,0,1,0,4,1282.5,0,0
6131.15,10,185,1,1,4,2,5,2318.27,1,1
2721.45,18,624,0,0,0,0,7,1878.69,0,0
7110.23,4,147,1,1,4,3,8,2161.9,1,1
2665.83,19,809,0,0,0,0,1,1534.0,0,0
1617.22,15,1110,0,0,0,1,1,2181.14,1,0
9632.88,4,113,1,1,3,3,9,1663.71,1,1
6786.03,1,247,1,1,3,3,3,1323.94,1,1
1279.64,3,143,1,1,4,3,9,1932.96,1,1
9819.93,16,221,0,0,5,4,6,1960.51,0,1
1954.28,19,68,0,0,0,1,2,1041.92,0,0
13327.8,5,41,1,1,2,6,8,2011.82,1,1
4543.77,13,189,1,1,3,3,2,2862.3,0,1
5188.32,2,104,1,1,4,4,6,1632.6,0,1
6137.23,4,29,1,1,3,4,8,996.85,1,1
4060.17,1,119,0,1,3,3,5,1007.57,0,1
11944.88,5,50,1,1,4,1,3,1568.58,1,1
11725.19,3,77,1,1,1,4,8,1924.21,1,1
8384.23,2,210,1,1,3,2,6,2030.6,0,1
1900.27,16,1204,1,0,0,1,2,3615.95,0,0
2559.03,16,1403,1,0,0,0,2,1202.12,0,0
6759.32,3,101,1,1,2,4,10,2150.5,0,1
5016.98,9,137,1,1,3,4,6,1433.11,0,1
837.11,14,686,1,0,0,0,2,1166.78,0,0
2361.95,21,365,0,0,0,1,3,3070.74,0,0
6032.59,1,246,1,1,5,3,14,962.05,1,1
1561.65,17,91,0,1,1,1,2,547.92,0,0
5032.98,5,80,1,0,3,3,4,1398.59,0,1
2383.72,4,71,1,1,2,1,6,1145.51,0,1
986.51,15,659,0,0,0,1,1,2745.71,0,0
2307.12,8,1341,0,0,0,0,2,1137.61,0,0
1831.66,12,852,0,1,0,1,3,1355.63,0,0
5718.62,14,135,1,1,2,1,6,1011.14,1,1
2626.44,9,617,0,0,0,2,6,2233.28,0,0
2269.58,21,628,0,0,0,1,3,3051.18,0,0
2658.86,20,674,0,0,0,0,2,2879.41,0,0
1304.24,14,403,0,0,0,0,4,1729.65,0,0
1815.02,22,321,0,1,1,0,1,1502.19,1,0
3469.18,18,1441,0,0,1,0,3,1199.84,0,0
1282.16,14,914,0,0,0,1,4,1092.29,0,0
1830.92,17,1036,0,0,0,0,3,2119.44,0,0
1060.9,19,766,1,0,0,0,3,1061.36,0,0
1836.07,19,1355,0,0,0,0,0,1547.72,0,0
9595.13,0,164,1,1,4,1,9,2307.75,1,1
1438.8,9,1273,0,0,0,1,2,1213.28,0,0
1229.05,10,1035,0,0,0,0,4,1532.07,0,0
8056.46,3,72,1,1,1,4,7,1025.74,0,1
3166.89,2,165,1,1,3,4,9,872.37,0,1
6043.85,5,34,1,1,3,6,7,1824.18,1,1
7139.75,5,38,1,1,1,5,9,2221.89,0,1
1393.2,15,1466,0,0,0,0,2,1625.02,0,0
5482.52,14,374,0,0,0,1,0,950.84,0,0
3138.73,20,196,0,1,3,2,10,1456.44,0,1
1220.71,8,134,0,0,0,0,3,2313.49,0,0
2694.59,1,38,1,1,3,4,5,1046.09,0,1
1693.52,1,88,1,1,4,5,5,2725.67,1,1
1657.23,17,519,0,0,0,1,3,1017.84,0,0
3387.01,8,5,1,0,5,5,10,2133.58,0,1
3128.75,11,394,0,0,0,1,5,2071.05,0,0
7186.89,5,146,1,0,4,1,7,1049.76,1,1
8973.55,0,135,0,1,1,5,11,1529.75,1,1
2757.84,15,1388,0,0,0,0,3,1993.45,0,0
899.38,11,161,1,0,0,0,0,1158.23,0,0
20292.6,3,150,1,1,4,5,9,1817.56,1,1
1303.74,15,1118,0,0,0,0,0,1185.25,0,0
4566.02,1,10,1,1,4,3,5,1838.7,1,1
3036.41,18,395,0,0,0,0,4,2234.33,0,0
14108.64,16,100,0,0,3,5,9,3077.16,0,1
1205.4,12,1235,0,0,1,1,5,2200.82,0,0
1741.9,19,332,0,0,0,2,2,2646.91,0,0
3111.98,1,146,1,1,5,2,6,1461.02,1,1
11773.88,4,67,0,1,4,6,11,1231.8,1,1
1242.67,19,1424,0,0,1,0,4,1886.98,0,0
4571.33,6,10,0,1,3,1,9,1412.65,1,1
19779.86,1,220,1,1,5,6,10,3312.51,1,1
11604.26,2,87,1,1,2,5,9,1030.98,1,1
4461.17,4,142,0,1,4,3,3,1796.8,1,1
10260.75,2,229,1,1,3,3,5,1542.88,1,1
1134.93,13,923,0,0,0,0,6,1396.74,0,0
987.56,15,1032,0,0,1,0,3,1448.73,0,0
3041.64,14,941,1,0,0,0,2,1524.83,0,0
5629.32,2,124,1,1,5,1,7,995.09,1,1
1235.34,15,1431,0,0,0,1,1,2818.49,0,0
2467.36,17,383,0,0,0,0,2,1614.98,0,0
5373.74,3,217,1,1,3,1,13,3395.62,1,1
3530.97,5,131,1,1,5,3,7,821.72,1,1
1889.3,20,937,0,0,2,0,6,1680.25,0,0
2580.78,14,1012,0,0,1,0,4,1784.85,0,0
2473.74,8,198,0,0,0,0,8,2009.35,0,0
8674.65,1,107,1,1,5,2,9,1997.35,1,1
7938.81,2,67,1,1,4,3,10,1161.66,1,1
4834.83,3,14,1,1,5,2,8,3103.46,1,1
1540.52,22,856,0,0,0,1,3,688.39,0,0
1195.6,20,1158,0,0,1,0,5,2802.91,0,0
4593.0,3,2,1,1,4,5,9,1342.33,0,1
5844.97,4,175,1,1,5,0,5,1211.91,1,1
4357.04,10,251,0,0,0,0,3,3237.59,0,0
4641.7,8,728,1,0,0,1,6,1624.13,0,0
2022.11,19,1435,0,0,0,0,4,3241.05,0,0
1979.52,15,1349,0,0,1,0,3,1392.62,0,0
2372.73,15,1155,0,0,1,0,3,2401.81,0,0
5264.19,2,142,1,0,2,2,16,1410.73,0,1
1952.76,10,166,0,0,0,0,1,1830.24,0,0
2088.41,21,1347,0,0,0,0,5,1929.09,1,0
10606.24,5,201,1,1,1,3,7,1892.67,1,1
6037.59,3,188,1,1,3,2,6,1433.58,1,1
9880.19,6,206,1,0,4,1,9,1840.16,1,1
2784.36,15,990,0,0,0,1,4,2163.94,0,0
2136.57,15,1397,0,0,0,0,0,1070.66,1,0
11859.98,3,171,1,1,4,4,6,2004.31,1,1
5071.85,10,649,0,0,0,3,4,1730.15,0,0
1005.94,12,566,0,0,0,0,5,1929.37,0,0
2957.87,18,1352,0,0,0,0,2,1550.21,0,0
8554.79,20,102,1,1,4,5,6,2767.02,1,1
9270.39,14,8,1,1,5,2,7,1356.7,0,1
4945.86,4,142,1,1,4,1,5,2343.46,1,1
2503.63,15,789,0,0,0,0,2,3944.65,0,0
3407.69,18,94,1,1,3,4,3,2719.64,0,1
3680.68,20,1269,0,0,0,0,3,1591.91,0,0
4183.43,8,1458,0,0,0,0,7,2664.99,0,0
14696.93,2,70,1,1,2,1,9,1041.49,1,1
3740.97,18,36,1,0,2,2,7,1131.41,0,1
7092.72,6,146,1,0,3,4,6,1467.26,1,1
16240.43,1,156,1,1,5,3,15,1615.61,1,1
8963.09,4,217,0,1,1,2,2,1701.83,0,1
1795.03,15,102,1,1,3,3,7,699.14,1,1
4060.98,0,163,1,0,3,1,12,1438.93,1,1
6425.71,1,195,1,1,5,3,5,1438.85,0,1
1746.56,19,208,0,0,0,1,4,2265.03,0,0
1973.46,9,712,0,0,0,0,3,2807.27,0,0
3845.44,19,1099,0,0,0,3,2,2810.61,0,0
2119.53,13,137,1,1,2,4,9,1582.56,1,1
6265.35,0,148,1,1,3,7,14,1233.53,0,1
9426.77,0,105,1,1,1,1,9,2051.68,1,1
7433.61,21,165,1,1,5,4,4,1247.58,1,1
4761.03,1,20,0,1,3,3,9,1763.4,1,1
1970.41,14,1346,1,0,0,0,2,2463.22,0,0
1437.75,9,453,0,0,0,0,2,1556.85,0,0
7191.41,3,148,1,0,3,5,4,1802.95,0,1
1635.34,21,465,0,0,1,0,1,1577.13,0,0
3519.91,21,265,1,0,1,2,5,1447.81,0,0
2021.7,10,805,0,0,1,0,3,2987.39,0,0
919.92,22,69,0,0,0,1,4,1378.85,0,0
6149.36,14,136,1,1,5,2,7,3662.01,1,1
2816.05,12,671,0,0,0,0,6,1973.98,0,0
9034.82,4,18,0,1,3,2,14,801.1,0,1
1173.9,19,1258,0,0,0,3,4,2031.18,0,0
4303.23,4,77,1,1,4,5,10,1032.45,0,1
4164.31,2,220,1,0,4,1,6,1453.7,1,1
9546.59,8,189,1,1,5,5,14,936.94,1,1
1217.17,13,248,0,0,0,0,1,2181.82,1,0
1731.5,14,337,0,0,0,0,4,1694.97,0,0
4390.58,13,146,0,0,0,2,3,2160.87,0,0
4211.84,2,146,1,1,4,5,7,6158.55,0,1
11117.18,0,148,0,1,4,1,11,1214.1,1,1
3598.97,8,138,1,1,5,5,14,1642.92,1,1
1445.37,22,1367,0,1,0,0,4,1408.75,0,0
3256.21,22,808,0,0,0,0,2,2133.89,0,0
1068.67,10,1255,1,0,0,1,3,936.32,0,0
10896.8,4,144,1,1,5,1,6,1723.7,0,1
7679.77,13,120,1,1,2,2,7,1299.29,1,1
9949.43,1,10,1,1,3,5,7,2150.51,1,1
2686.66,14,458,0,0,0,0,2,1177.73,0,0
2231.45,9,241,0,1,1,0,4,1616.24,0,0
5276.56,1,74,0,1,4,2,9,2647.65,0,1
6351.7,7,77,1,1,4,2,6,2383.98,1,1
1104.74,10,388,0,0,0,0,2,1718.36,0,0
9594.86,0,74,1,1,4,5,7,1445.93,1,1
4047.16,0,29,0,1,5,4,14,1325.87,1,1
2414.73,13,422,0,0,0,0,4,959.05,0,0
5885.07,1,172,0,1,3,2,8,2872.89,1,1
2614.23,11,1092,0,0,0,1,7,2463.1,0,0
18557.38,4,68,1,0,5,3,4,2210.79,0,1
5833.17,5,217,1,1,4,2,6,1713.46,1,1
795.97,16,1014,0,0,1,0,2,1200.45,0,0
3568.15,2,109,1,1,4,8,13,3178.2,1,1
8154.31,4,118,1,1,2,2,8,1532.09,0,1
5930.42,2,171,1,1,4,1,5,1911.35,1,1
2764.26,14,766,0,0,0,1,5,2442.66,1,0
2913.6,1,168,1,1,2,5,9,2188.42,1,1
2716.23,19,486,0,0,0,1,3,1055.83,0,0
5627.96,3,57,1,1,5,3,4,1351.39,0,1
1959.39,20,1370,0,0,0,0,4,2221.3,0,0
1473.14,8,1489,0,0,0,1,2,2886.94,0,0
2569.57,4,239,1,1,4,4,11,2964.73,1,1
4136.57,5,75,0,1,5,1,5,1881.25,0,1
5263.41,0,125,1,1,2,4,11,2055.74,1,1
2620.18,17,1138,0,0,0,0,2,2641.48,0,0
7069.53,17,95,0,0,2,4,10,2428.59,1,1
948.79,19,401,0,0,0,0,3,1252.13,0,0
2415.76,13,434,0,0,0,0,2,2008.64,0,0
13142.82,12,183,1,1,2,6,9,1754.77,0,1
8158.86,5,69,1,1,4,5,9,1847.78,1,1
